0.7615877914 0.7249342067 0.7865682902 7.6034437162 2.0792898380 0.8197435286 0.7877487681 3.8270314016 0.7326273658 38.8770250933
0.6579903665 0.5968363103 0.9874112642 4.6480293311 11.2865910846 0.8102837474 1.2072654825 0.7010792632 5.4167672774 30.6877458728
2.0964847211 0.6956906652 0.6162417938 0.7329071489 9.2484044740 1.0264252689 0.6722723603 0.7444135084 0.6042583076 56.5629017518
0.5730026159 0.6059497222 2.2372904351 0.6983618810 13.4086915014 0.6986547039 0.6319152831 0.5728517787 0.6106896792 19.9625923994
1.1980009281 0.7705439484 0.6772263552 0.9523554649 4.0601292857 0.7186744006 0.7043775060 0.7374844296 0.7584420170 113.4227656645
0.6912655682 0.7930193006 4.9511767753 15.7084208397 19.3385190134 1.0154855640 1.3047786295 5.5617624583 1.2084041052 214.4271677459
0.6060474424 0.6574265644 1.7066173072 0.9148071495 0.7176952230 0.6067423824 0.6907860132 0.7086961823 1.4571415590 19.9340401767
1.1411674495 5.8910942529 1.3840418438 11.1234111335 35.9654207064 1.1489678818 0.8070160340 5.5318328836 4.7311594559 20.2758883586
0.9673400823 2.6772965988 1.0185972610 3.5564411844 11.5148521874 0.8117742195 0.9521136435 1.8097574216 6.0261552876 11.6656721139
0.6125385450 4.9289342917 0.5763836221 9.0941056042 26.5953698384 1.1950912576 1.7582498755 0.6417199896 5.7317980197 0.8658089561
1.0819163946 1.3174428299 2.8368120013 1.2306724108 36.4942191460 1.6200528903 0.6772556677 1.2800265277 1.0760828921 14.3855192397
0.6079609975 0.8979133727 1.6321497747 3.2307185396 36.2953913861 0.5750488363 0.6054745533 11.4503346914 8.7384022411 0.9666056073
0.7708207653 6.8085834031 1.4055017166 3.8855313902 10.1137377070 0.7291833916 0.7895650569 7.1667197879 1.1413108655 1.1890459161
0.7328266610 0.7380792238 0.9880800868 19.4798401405 27.4903475475 1.1599978128 1.7133031380 3.7435192927 2.6737163495 27.2802897473
0.6412501615 0.6277859802 1.6255658423 0.8448093912 10.3775816863 0.7169968811 6.0474501797 0.7213050850 5.9399458919 2.4573089008
0.6509056346 0.6192917605 0.5581938975 0.8584659059 9.5970218622 0.5952618084 0.6512578575 3.7146801583 2.9748099650 0.7801111502
0.8604239177 4.9690877787 0.6937430027 5.3790959924 35.8469516134 0.8525152984 0.7137824059 19.8311198038 16.1680604693 27.6852197176
0.5634112191 0.7510598599 0.5653261405 0.6607133712 0.5919814787 3.6244425906 0.7015404210 4.3909074339 0.5624574579 0.5881600273
0.5695456231 1.4787776861 0.5663436494 0.5952448565 1.2631317898 4.0732905980 0.6640938067 3.3087208961 0.9064536188 0.5743974758
2.6079344463 2.5883405423 7.1396749944 13.7790138951 27.3758032636 1.0446671969 0.7850820923 3.9462660632 11.0919273027 36.6412902032
0.8565665035 6.1424644866 3.6809609975 8.9831684660 23.7041060595 0.8450731722 4.2245195125 1.3704650910 19.3627136155 8.8299620957
0.9792576598 4.0987889867 0.6731161446 15.1663123248 15.3190740308 0.5969925770 0.5973765797 0.6347839012 2.0706153140 0.8636824815
10.9083575727 1.0230920676 0.7059009247 354.0201069194 19.7817041853 8.6001289424 5.4240890240 0.7808699791 17.9950366911 52.7607136936
3.4851401858 0.8453095311 0.6691244267 89.9608213546 23.9642323345 1.2332312140 1.0406208736 0.7429356781 1.3092195053 13.7493648962
0.7501388386 5.6091087413 0.6402873598 13.0041835824 12.9167126146 0.8686644833 0.6413826391 0.7242545543 4.5407196059 6.3045475808
0.8881898680 3.3820165917 0.7158482946 62.2658676193 8.1362892392 0.7508471571 0.6784356007 7.0438325108 5.9024779168 1.2361952017
2.0870418402 0.9511430876 10.9867481528 440.9478007323 43.7379715317 44.3464967747 7.3770255053 26.7666611046 42.5067126157 234.2923986552
0.7413748350 0.6337410863 7.1869653985 22.3885903743 9.2184902763 0.6597242579 0.6311649309 0.9525981635 6.3829810388 3.2043696387
0.9343332557 1.9890064991 17.0885441861 144.0899256383 33.9683500324 12.0100607432 1.6208672207 3.0936757041 42.7008134776 30.5044232429
0.7388467935 1.0144344186 0.6462074679 2.6258054223 0.5819204238 3.2829046161 0.5825659178 3.2738181527 0.6701988239 0.5832979635
0.9895282626 1.4620063694 6.2164098350 79.4802957238 34.6450709924 2.9874067237 0.7172582399 0.9983329025 2.5446466543 13.9590442964
9.4505546917 19.9533554591 1.0014342916 16.1252996959 40.7971690724 5.0236245682 95.9177526558 0.7792687680 30.3068482980 60.6446924994
2.3151232436 0.7306478897 0.5492771794 0.7362762295 18.5709256271 4.1117775121 16.6472037162 0.6166736202 0.7323093410 13.9897856413
4.9466613534 17.3785116898 2.0530025092 13.7132704356 22.7360518556 1.1921843584 31.7219411395 2.8555131560 10.8057333855 92.5971301170
2.7093836180 0.9823173015 0.6688537457 42.7094101157 39.2096245873 3.1620361830 42.2185921056 0.7016771943 2.5838853858 64.0542197630
0.6662625299 0.6008050855 0.7015560352 22.1695664223 20.6281168430 1.1035327954 8.2949140123 0.6281548781 1.1959088322 1.0111825660
0.6537745605 0.8168434629 0.6241249142 0.6135661246 1.1072481331 3.3257174857 0.5928496508 3.3620862389 0.5663805055 4.3374089237
1.0676569864 0.9731491877 0.6858934162 13.8724965096 0.9014284841 1.2786661966 2.2985603867 6.0346728124 0.7476943374 35.1397816829
0.9382466111 0.7768159096 0.6058362230 5.4910413715 21.3258452397 0.6441831944 44.8851766083 1.3547255158 7.4352476082 27.5428817183
0.9654060445 6.8762909391 15.8143829202 129.7938281177 23.6419275424 1.1245678464 0.9469606049 7.2229417114 33.8551011611 53.7585931122
0.7454037955 1.1471882069 14.6474275616 74.9624649147 14.8254509067 1.1106943414 16.6260750677 10.0488800425 1.2336635393 6.6527516238
1.4943151174 1.4059464594 4.8600885492 25.3466116989 24.4048899226 0.6902175597 0.8673489849 1.3845254254 3.4724276769 11.0736286056
13.0790696679 0.7360349176 8.2354454611 81.2267288939 14.9213551079 5.0543096952 1.9191293325 5.0986407311 20.5010263623 14.2282598304
0.9299561821 0.9023195287 0.7730459819 68.0308151770 0.8545622567 2.9374362632 4.0960532327 2.6135691493 9.5339326885 43.3283095399
1.0356141329 1.1964328430 8.8341522536 14.5330321939 7.5943910727 3.3258331177 0.6231271101 0.8830726055 7.0435652897 3.9307793809
2.4021054749 17.5970537751 36.9817972126 147.1585449243 30.5206668929 1.0160248785 6.4681191651 1.1727960682 3.2577465672 42.4251450413
0.6076718504 0.7190341528 8.5259647790 1.8754401674 6.1046852663 4.7743046058 8.6529014959 0.6115245522 4.7771688863 14.3513042439
0.9050213325 3.0391255710 62.3338372141 15.1240526100 22.2298595873 0.7694666659 6.6468149716 2.7941035451 7.5077294056 11.6499890971
5.1933239273 4.2130925352 39.1047449119 14.3343319620 3.4208466193 1.9498915181 1.3186280239 2.1554810435 0.8822411885 14.4274182703
0.7528377650 0.8002729006 66.9648772269 15.7194408022 15.1228384049 1.1045875614 5.0619396178 9.3882819631 3.5691957869 99.5157279712
1.4083834086 0.7744764290 42.1443634151 24.3639425193 10.7607348106 0.7824280757 2.5480071094 0.8787970191 8.3796238966 9.9592433165
0.5750868463 3.9208295776 0.5684263046 5.3679725701 17.4795359105 0.6386967796 0.6624769190 9.3417796663 13.2529036847 1.1922917412
0.6948636645 0.8389656787 66.4094775248 14.0203413606 21.0406890602 7.2847379575 1.7335168275 1.1219189712 18.0803612762 9.7751276787
0.7644575962 2.2358331647 5.5123197052 38.6504948891 18.9329402948 2.6595969558 4.0596677803 5.7742654940 12.2021772036 5.2082469164
0.8792038976 1.0128678866 0.9041530682 18.5943165310 29.9441510866 10.4257659803 11.2664728197 3.8090431832 29.3245264888 83.8394990579
0.6815682664 1.9749231771 0.7129437243 4.3729323655 14.5784241996 8.6240579559 1.1775879343 5.0199591680 2.1814710131 10.6761321958
1.4526901020 5.9917463380 1.3094746591 3.3254295985 17.2454408240 0.6892632276 5.2229929524 1.3602826510 6.6631247133 11.7395549342
1.2224630461 1.8440294353 0.5635862404 8.4687494447 12.3941701429 1.2451595157 3.7314862325 1.2779398965 7.1324324622 1.1199835836
4.7278581715 7.0421330188 7.5360035340 2.6686479818 29.9657842106 1.5824348033 1.3166688063 1.4490877707 33.5767851189 22.1345965841
3.3065265309 10.3289445214 4.4274130437 5.9654487523 49.1362438871 0.9564187459 1.4788978898 4.0574887879 27.7933637794 32.5492540615
1.0098725046 0.7684606689 0.6943699788 5.5491802348 13.3275430553 6.2179135839 8.1450176624 6.2163483715 25.3210276040 0.7502663358
1.6821192815 1.4799861758 3.6028811521 7.7212910736 14.2135426686 4.5169861719 12.3795476937 1.0065025113 4.7784965504 4.6186467210
2.2754740175 5.6712862009 0.7789733810 37.6083766606 59.8798813322 0.8022601836 1.1328304317 2.0001446662 6.8049909100 7.0457822163
0.6927346435 4.0989028711 1.9313051354 1.7095874002 8.4739301290 0.6481070175 0.7099787447 0.8182791493 14.7801823980 11.1369925114
3.5597462517 2.7575216805 53.9207072723 8.6736489492 27.4476888557 8.8223740798 5.7841442856 1.2713281714 6.1494385562 6.6134018977
0.7598645815 0.8018318848 0.7983197466 7.5425329882 2.0897540974 0.8168817030 1.0448984435 1.1446033063 5.0436160798 12.9576971689
3.4802499870 0.6564682477 28.1597649320 18.2210329548 2.9569050677 0.8644999273 2.9703370281 1.0114239964 26.6201308656 7.0591869936
0.6586462143 0.7717399640 3.8976495200 7.0762112518 15.3902621823 6.7495002304 3.7501625529 1.0536402734 1.5863514997 4.0658363113
4.1980800534 0.8281838182 38.4618706149 10.8643329533 23.6583854039 0.6878574013 21.1197294321 3.8434349138 25.1253489275 3.2127764815
0.8358308039 0.6792887366 15.2736137641 3.9529094917 4.3593174214 1.0041826083 5.5710223527 1.6337029436 0.6936816914 2.9964501861
0.6419725703 0.7472631482 16.9322425131 5.6850498249 1.1266584959 0.6693394383 6.0969483578 0.8058382836 9.1953853063 42.0993020615
0.7477884264 0.8640564812 4.6677283127 6.7260014705 12.6131764725 1.1663846899 7.6493775175 0.8054422814 1.3739610443 11.3860833037
4.4371272739 0.7607719724 78.7820350956 51.5540097510 29.4629624238 1.0407717443 11.9710127682 1.2802629914 20.8241890938 34.8868568856
2.0255116432 0.6376357156 34.0156866926 17.7029620553 13.5828399456 0.7855714653 0.8440571463 0.6125846004 14.5955356498 13.1976150858
0.9465781579 0.7594673139 77.0966030812 43.0613922284 25.1296367670 2.1862690147 8.3974365492 1.2737607462 17.8485422421 104.3003138996
0.5941286483 0.8880974351 0.6132400222 0.9680762761 0.8060409133 4.9208371543 0.7408900275 8.6795306604 1.0723986409 0.7167602218
0.7097637520 0.7795883543 13.0282688493 1.5382936738 7.5517256906 0.6490128186 1.6697669249 2.9549244272 0.7356777439 14.3829777653
0.7453305981 3.1433893085 40.5767896948 16.6405918415 17.9592559315 1.8646027160 8.4850216941 0.7580827081 1.0223410364 9.8045944710
3.8873908948 18.5914472211 57.6353250511 228.4414546113 34.0583279879 9.6360473283 22.3040631435 59.9785233356 38.1511949681 111.3162254583
0.6076276626 0.6513335954 25.2878506262 19.6373385705 13.2657346845 1.5088329929 0.8820765745 0.6400685027 23.6155368683 31.9035999225
1.0002574310 14.6125114969 9.1041976448 6.6173136971 18.6377271884 0.7217334318 2.8315502243 2.0845210355 4.0532862165 4.3369016337
0.9550302560 0.8399617470 0.5953152856 8.6990218234 8.4001839151 2.1490013002 0.5944670970 0.8337490639 10.0437895831 0.8894799286
0.6486467659 0.7499444831 9.4446186934 11.9444777987 1.0089930141 2.1976727323 1.9259903564 1.8054522493 16.5567149871 19.7174889198
3.7627749355 3.9689124029 14.5165108093 8.4615514833 5.5241002471 3.5185819679 5.9652320433 6.2942578974 1.3294176975 7.6586605157
0.8045633123 27.3619626777 6.1259443535 0.9399173756 32.6110159958 12.9182192071 1.0594405669 7.2391504630 17.5958175756 8.3439684726
0.7831658417 2.1289395627 0.6322023064 5.1917044857 1.9118180577 0.6794994424 1.2222050567 1.9718132552 12.2622727063 5.2163792852
1.6270343087 10.1185826903 0.9101478004 17.6526132149 25.1184503959 5.5670340015 5.4494843385 6.5355712951 8.8278346764 40.1932472781
3.1827395476 26.3415004988 15.6856343410 30.5531998771 1.1633260600 21.3366927935 0.7085846267 26.2707594350 33.2380596714 10.5195031490
0.8997472336 17.8125709919 0.6673385593 55.5475462115 7.9720895145 3.0872108761 0.8470413373 0.8454189644 14.2300498365 32.0909864749
2.0171411173 0.7950181406 3.2830475222 14.7025685372 9.9470246717 2.9634197490 0.6600881518 5.2645272745 7.7167130840 15.6504517517
1.2196664741 7.0425898005 4.5714915516 23.3543109335 20.2909956970 0.7018470143 1.9318045201 15.8437089888 7.5061491109 49.5374359094
0.6435832282 18.8953032912 0.9856109837 28.4420557715 16.3602194219 1.0850558928 9.6841848805 0.8331285305 22.3505230303 24.7203349693
0.8958329095 1.0380312517 0.5826735102 5.7540473557 6.6906766831 6.8384989478 0.8096949071 0.7053237951 6.2242940367 3.4609266031
29.4649166923 148.2908297749 15.4550621317 214.3945038650 110.0102410997 0.7899281566 7.5440438190 22.5331478722 75.6096838147 49.9076427740
0.5958036789 0.5883330008 11.5135742324 18.3463024852 12.2437424525 2.6607262959 2.2274521188 4.4942385789 0.7145584848 2.6152686718
0.7158683094 3.2961815646 8.7938351262 30.7551513170 6.4929001734 13.2648342322 1.1199498644 0.9228699501 5.1924767438 13.4459327190
0.8207928367 7.7745791521 7.1217915374 22.5360505083 6.8886288889 6.4325762518 7.3801536367 1.5136790391 1.0987205936 16.4330275554
0.6954399936 0.8215612813 0.5840159582 19.4851096627 0.6950404737 0.7812367028 0.5943697093 3.6067037434 6.5200667389 6.2164557361
1.3040746031 14.5712402823 4.9157904964 43.9073338171 21.3691638808 1.6749909639 4.1741050832 0.9305046502 9.3965464648 24.7562497582
0.6971355314 0.6707854161 0.5517525860 0.6315078742 0.6109045721 3.2287469363 0.6698868736 5.4913308093 1.8073664490 0.6405829520
0.6580492320 0.6842972237 7.6347632293 42.5215516767 7.0062197725 3.4201288755 0.8053051497 0.6957486535 6.7045039761 23.8694322111
2.6021563213 0.6144703117 4.0441190345 12.0043301065 6.9452835075 0.9958647440 0.7477761108 5.6042514320 1.4966648171 0.9450836147
1.1917447764 1.2331410641 7.1374341357 28.4001892905 36.8569249131 1.1702623011 3.2316700101 4.1414886396 13.4166940750 6.2204507944
67.2277521314 43.9480124200 78.5070039036 182.9113718337 66.7487465290 44.4870565370 275.7535097668 68.5637924051 33.8332501365 62.0195043369
0.9060124055 6.9810043588 11.6048491511 25.0377081577 15.7190025494 4.1884595738 24.5673815537 0.8071501794 7.8108343120 18.3775977586
0.6420068672 0.6692310114 6.1276138356 4.6238310389 16.7517651826 0.9640083052 10.0406835862 5.0526303766 4.3320230669 0.7962067294
0.8385267695 0.7388883273 2.5294722967 13.9134494704 24.3178309746 0.7085065289 19.1969410235 0.6830054734 10.5670479362 9.5063311995
0.6760273814 0.6602465507 0.7134624722 3.7917121370 13.8316137819 0.7048629178 0.6761213696 10.7038417005 5.0953424468 15.1467692422
0.7154278860 2.5859341232 2.4117627729 5.7230411165 2.2636659346 0.7495736131 22.3569324207 0.6829484837 3.1368339915 7.3738796578
2.1918152048 0.8195912319 0.7473199468 2.1109729733 0.6536837485 0.8438995568 0.6978183970 1.6451709694 7.3944652493 0.8952627223
0.6698101241 0.7562458453 13.7060994120 36.6733467750 11.0231449672 0.7851534678 8.2892601953 0.6384836994 1.2897399302 7.1687155838
1.5476414987 0.9993939867 17.6545633971 17.4167947345 12.8691422619 0.8503132394 17.6103034958 22.0567113943 14.1597906573 1.8353453342
0.5719784968 0.6218141340 0.6663593512 1.1910853661 3.5954927346 7.7534165758 0.6658137680 7.1493148382 4.5510315931 6.2336931422
2.1931451475 1.1962153636 1.3720406679 28.3343344443 15.6261648017 0.8227397033 0.6541259075 9.3908792645 18.4312999577 0.9790547419
3.3938914527 0.6083232293 2.1837003271 8.3647078816 2.5233744429 0.6857875211 1.9848174172 6.3556390294 0.7251561006 23.1746025982
56.2483515075 20.8492184108 36.3020210840 112.5698623335 40.4825473714 7.1243993713 116.0697870361 127.8864008925 63.2670452750 43.2003667178
21.9822783057 2.1465479785 5.4419463403 11.8340760378 3.5293715859 0.8330102696 4.5935421559 0.9370674633 1.5140228549 11.1881370080
27.3993220078 5.0254034619 7.1070137353 31.9487632253 4.7709509385 0.8689398617 0.7410931898 3.6304805446 7.2555885443 5.2524444908
11.3792722501 21.8846609643 7.8927980574 31.0262035584 37.5784793691 0.7970188143 11.1215591134 0.7319283327 12.2578635288 11.3302160114
9.9487651720 0.7465829531 8.3058663371 22.8531300492 8.4444993795 0.8079335114 8.1044725123 6.0859023564 10.3564262825 14.3464214466
20.9345385254 16.0672123856 8.2145195020 37.9841022360 12.3203382886 6.8172603910 1.8254322134 0.8273412883 18.2779188948 38.7313362749
92.0734966139 117.0227980780 49.8999348007 242.3960063836 84.4160467934 4.7256659832 30.6542807463 29.2472478815 155.9273037998 70.6372189197
3.7304551181 0.7024353292 2.6566679554 10.3997253711 7.8634786287 0.6795191272 0.6507016114 0.8455816642 9.1560730505 12.3153621443
0.8839438948 1.6998325544 8.9642251598 89.4221215056 4.9163737340 8.0873858617 1.0453535116 6.5110312312 25.5785317817 47.8912007652
0.6293305875 0.7021132984 0.8171100931 0.9465075117 13.4056522541 0.7827950441 5.9564480654 4.6908454233 18.9783912900 23.0908064324
17.0377507247 0.8658356922 1.2841839171 31.1523988425 15.4216772139 0.6987895024 3.2419170324 7.4804221520 41.6834424193 12.1335825033
0.7853774037 0.8684889737 1.9406592240 12.8963977931 26.1812399397 0.7884193972 0.6959991929 3.4056015717 7.9074555540 1.5303609501
7.4278172247 1.2979595594 4.3155884587 12.2598563594 2.7270727581 3.1976816969 8.5926550127 4.6693806240 9.1442032484 21.3677850577
1.0775901905 9.6649270037 0.8600720737 54.1517736966 65.1760266108 2.3404486665 0.8869082308 0.6216247754 49.0964190997 51.1242096524
